show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description
s5749,Movie,Speed Is My Need,United Kingdom,2020,2019,Teens,75 min,Documentaries,"This daredevil documentary trails behind and into the minds of the biggest names in one of the world's most dangerous sports, superbike racing."
s5750,Movie,Spelling the Dream,United States,2020,2020,Kids,83 min,Children & Family Movies,"Following four hopeful competitors, this documentary explores Indian Americans' decades-long success at the biggest spelling contest in the U.S."
s5751,Movie,Spenser Confidential,United States,2020,2020,Adults,111 min,Action & Adventure,"Spenser, an ex-cop and ex-con, teams up with aspiring fighter Hawk to uncover a sinister conspiracy tied to the deaths of two Boston police officers."
s5752,Movie,SPF-18,United States,2017,2017,Teens,75 min,Dramas,The arrival of an enigmatic struggling musician in Malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.
s5753,TV Show,Spice Up,United States,2017,2014,Teens,1 Season,International TV Shows,A spoiled young woman steps in to save her family’s restaurant with her cooking and tasting skills while balancing her complicated love life.
s5754,Movie,Spider-Man 3,United States,2019,2007,Teens,139 min,Action & Adventure,The seemingly invincible Spider-Man goes up against an all-new crop of villains in the third installment of the blockbuster adventure series.
s5755,Movie,Spider-Man: Into the Spider-Verse,United States,2019,2018,Older Kids,117 min,Action & Adventure,"After being bitten by a radioactive spider, Brooklyn teen Miles Morales gets a crash course in web-slinging from his alternate-dimension counterparts."
s5756,TV Show,Spinning Out,United States,2020,2020,Adults,1 Season,TV Dramas,"A figure skating Olympic hopeful struggles to balance love, family and fragile mental health as her dream of winning takes a dizzying hold."
s5757,TV Show,Spirit Riding Free: Pony Tales,United States,2019,2019,Older Kids,2 Seasons,Kids' TV,"Find the fun and adventure of ""Spirit Riding Free"" in this mix of music videos and short episodes featuring Lucky and all of her friends!"
s5758,Movie,Spirit Riding Free: Ride Along Adventure,United States,2020,2020,Older Kids,79 min,Children & Family Movies,Join Lucky and her friends on an interactive mission to save Maricela’s beloved mare from greedy horse thieves who've taken her captive with a wild herd.
s5759,TV Show,Spirit Riding Free: Riding Academy,United States,2020,2020,Older Kids,2 Seasons,Kids' TV,A new chapter begins for Lucky and her friends as they leave Miradero behind to live and learn at the prestigious Palomino Bluffs Riding Academy.
s5760,Movie,Spirit Riding Free: Spirit of Christmas,United States,2019,2019,Older Kids,46 min,Children & Family Movies,Lucky and friends must figure out how to get home in time for Christmas when a falling boulder – and a serious snowstorm – derail their travel plans.
s5761,TV Show,Spirit: Riding Free,United States,2019,2019,Older Kids,8 Seasons,Kids' TV,"In a small Western town, spunky ex-city girl Lucky forms a tight bond with wild horse Spirit while having adventures with best pals Pru and Abigail."
s5762,TV Show,Spiritual House,United States,2018,2017,Older Kids,1 Season,International TV Shows,"Psychic Hiroyuki Ehara leads various celebrities through spiritual consultations, probing into their issues and spotlighting their accomplishments."
s5763,Movie,Spitfire: The Plane that Saved the World,United Kingdom,2019,2018,Teens,95 min,Documentaries,"In this epic documentary, last-surviving veterans trace the history of a legendary fighter aircraft that dominated the air during the Battle of Britain."
s5764,Movie,Spivak,United States,2018,2017,Adults,92 min,Comedies,Struggling writer Wally Spivak is stuck in a rut – until he meets an engaged couple and starts to see life in a whole new way.
s5765,TV Show,Splash and Bubbles,United States,2018,2018,Kids,2 Seasons,Kids' TV,"Curious pals Splash, Bubbles, Dunk and Ripple have fun exploring new places, making new friends and learning all about their amazing ocean home."
s5766,Movie,Splatter,United States,2009,2009,Adults,29 min,Horror Movies,"After committing suicide, a washed-up rocker returns from the grave to torment the five people who betrayed him in life."
s5767,Movie,Spookley and the Christmas Kittens,United States,2020,2019,Kids,45 min,Children & Family Movies,"When a green cat and three stray kittens wind up at Holiday Hill Farm, Spookley the Square Pumpkin and his friends help the felines find their way home."
s5768,Movie,Spookley the Square Pumpkin,United States,2019,2004,Kids,47 min,Children & Family Movies,"When a storm terrorizes his patch, a pumpkin cast out for his shape must step up to use his smarts to save the day – and to prove himself."
s5769,TV Show,Spotless,United Kingdom,2016,2015,Adults,1 Season,Crime TV Shows,The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.
s5770,Movie,Spotlight,United States,2020,2015,Adults,129 min,Dramas,A team of reporters and editors at the Boston Globe relentlessly investigate a shocking child molestation cover-up by the Catholic Church.
s5771,Movie,Spring Breakers,United States,2021,2012,Adults,94 min,Comedies,"Four cash-strapped college women run afoul of the law — and fall in with a shady hustler — as they join the annual rite of bikinis, beer and debauchery."
s5772,Movie,Springsteen on Broadway,United States,2018,2018,Adults,153 min,Music & Musicals,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.
s5773,Movie,Sprinter,Jamaica,2020,2018,Adults,112 min,Dramas,"When a Jamaican teen hopes to use track to reunite him with his mother in America, family dysfunction at home threatens to knock his plans off course."
s5774,Movie,Spy Kids,United States,2019,2001,Older Kids,88 min,Children & Family Movies,The tables are turned when pint-sized kids Carmen and Juni must rescue their secret-agent parents from the diabolical clutches of Alexander Minion.
s5775,Movie,Spy Kids 2: The Island of Lost Dreams,United States,2019,2002,Older Kids,100 min,Children & Family Movies,"Spy kids Carmen and Juni Cortez team up with two other pint-size secret agents, Gary and Gerti Giggles, in order to take on an evil scientist."
s5776,Movie,Spy Kids 3: Game Over,United States,2019,2003,Older Kids,83 min,Children & Family Movies,"Carmen gets caught in a virtual reality game designed by the kids' new nemesis, the Toymaker, and it's up to Juni to save her by beating the game."
s5777,Movie,Spy Kids: All the Time in the World,United States,2019,2011,Older Kids,88 min,Children & Family Movies,Former Spy Kids Carmen and Juni return to help twin siblings Rebecca and Cecil Wilson save the world with their retired secret-agent stepmother.
s5778,TV Show,Spy Kids: Mission Critical,United States,2018,2018,Older Kids,2 Seasons,Kids' TV,"In this animated spinoff series, Juni and Carmen Cortez must battle the evil organization S.W.A.M.P. – without the help of their super-spy parents."
s5779,Movie,Spy Time,Spain,2016,2015,Adults,93 min,Action & Adventure,"When his girlfriend dumps him for being a bore, a working stiff discovers that his father is a secret agent and a dangerous thug is targeting them."
s5780,Movie,Spyder,India,2018,2017,Teens,140 min,Action & Adventure,"When an Intelligence Bureau officer’s phone-tapping day job leads him to a serial killer, he must track down and thwart the murderer’s next steps."
s5781,Movie,St. Agatha,United States,2019,2018,Adults,103 min,Horror Movies,"Unwed and pregnant, a young woman flees her abusive home in 1950s Georgia and takes refuge at a mysterious convent with a terrible secret."
s5782,Movie,Staged Killer,United States,2019,2019,Teens,88 min,Thrillers,"After a popular morning television host bumps into an old acquaintance with a dark past, her professional and personal lives begin to unravel."
s5783,TV Show,Stand Up and Away! with Brian Regan,United States,2018,2018,Older Kids,1 Season,Stand-Up Comedy & Talk Shows,Brian Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.
s5784,Movie,Standoff,Canada,2018,2015,Adults,86 min,Action & Adventure,"After witnessing an assassin's slaughter, a young girl holes up in a farmhouse with a suicidal vet, who must use wits and guts to fend off the killer."
s5785,Movie,Star Men,Canada,2017,2015,Teens,88 min,Documentaries,Four astronomers from England celebrate 50 years of friendship and achievement by taking a reflective road trip through the American Southwest.
s5786,TV Show,Star Trek,United States,2017,1968,Teens,3 Seasons,Classic & Cult TV,"Led by unflappable Capt. Kirk, the crew of the starship Enterprise delves deep into the far reaches of space to explore new worlds and civilizations."
s5787,TV Show,Star Trek: Deep Space Nine,United States,2017,1999,Teens,7 Seasons,TV Action & Adventure,"In this ""Star Trek"" spin-off, Commander Sisko leads the multi-species crew of Deep Space Nine, a Federation space station with a complex mission."
s5788,TV Show,Star Trek: Enterprise,United States,2017,2004,Teens,4 Seasons,Classic & Cult TV,"Capt. Archer and his crew explore space and discover human innovation-expanding technologies as they meet new alien races in this ""Star Trek"" prequel."
s5789,TV Show,Star Trek: The Next Generation,United States,2018,1993,Older Kids,7 Seasons,TV Action & Adventure,"Decades after the adventures of the original Enterprise crew, Capt. Jean-Luc Picard leads a new Enterprise on missions to explore unknown worlds."
s5790,TV Show,Star Trek: Voyager,United States,2017,2000,Older Kids,7 Seasons,TV Action & Adventure,"On Voyager's 75-year journey back to Earth, the crew members encounter unknown species as they draw closer to a mysterious quadrant of space."
s5791,Movie,Star Wars: Episode VIII: The Last Jedi,United States,2018,2017,Teens,152 min,Action & Adventure,"As the remnants of the Resistance flee Kylo Ren and the First Order, Rey seeks out Luke Skywalker – but he wants nothing more to do with the Force."
s5792,TV Show,Star-Crossed,United States,2015,2014,Teens,1 Season,Romantic TV Shows,The passionate love between an alien boy and a human girl grows more and more dangerous as they face the wrath of their families and communities.
s5793,TV Show,StarBeam,United States,2020,2020,Kids,2 Seasons,Kids' TV,"When colorful villains come out to play, 8-year-old Zoey has the power to transform into StarBeam, a kid-sized superhero. She saves the day, every day!"
s5794,Movie,StarBeam: Halloween Hero,Canada,2020,2020,Kids,33 min,Children & Family Movies,"Greedy Captain Fishbeard is stealing everybody's Halloween treats for himself, but StarBeam and Boost have some tricks up their sleeves to save the day!"
